URL,Status,Response_Time,Error
https://changdiving.com/de/product/advanced-nitrox/,200,0.924497,
https://changdiving.com/de/product/advanced-wreck/,200,0.913269,
https://changdiving.com/de/product/advanced/,200,0.898788,
https://changdiving.com/de/product/deco-procedures/,200,0.929031,
https://changdiving.com/de/product/deep-diver/,200,0.858193,
https://changdiving.com/de/product/deep-wreck-nitrox/,200,0.873535,
https://changdiving.com/de/product/divemaster/,200,0.856121,
https://changdiving.com/de/product/efr-instructor/,200,0.832593,
https://changdiving.com/de/product/first-aid/,200,0.770842,
https://changdiving.com/de/product/fun-dives/,200,0.910379,
https://changdiving.com/de/product/instructor-crossover/,200,0.914234,
https://changdiving.com/de/product/insurance/,200,0.833987,
https://changdiving.com/de/product/intro-to-tech/,200,0.886758,
https://changdiving.com/de/product/master-scuba-diver/,200,0.897959,
https://changdiving.com/de/product/navigation/,200,0.869560,
https://changdiving.com/de/product/night/,200,0.889405,
https://changdiving.com/de/product/nitrox-diver/,200,0.937600,
https://changdiving.com/de/product/open-advanced-package/,200,0.901638,
https://changdiving.com/de/product/open-to-divemaster/,200,0.838907,
https://changdiving.com/de/product/open-water-diver/,200,0.889918,
https://changdiving.com/de/product/rent-gopro/,200,0.828568,
https://changdiving.com/de/product/rescue-diver/,200,0.930626,
https://changdiving.com/de/product/scuba-review/,200,0.930167,
https://changdiving.com/de/product/sdi-idc/,200,0.833500,
https://changdiving.com/de/product/sdi-ie/,200,0.837852,
https://changdiving.com/de/product/search-recovery/,200,0.924415,
https://changdiving.com/de/product/sidemount/,200,0.866091,
https://changdiving.com/de/product/snorkeling/,200,0.866130,
https://changdiving.com/de/product/solo-diver/,200,0.885011,
https://changdiving.com/de/product/tech-package/,200,0.876264,
https://changdiving.com/de/product/try-dive/,200,0.875946,
https://changdiving.com/de/product/wreck-diver/,200,0.848636,
https://changdiving.com/en/product/advanced-nitrox/,200,0.902433,
https://changdiving.com/en/product/advanced-wreck/,200,0.907635,
https://changdiving.com/en/product/advanced/,200,0.879858,
https://changdiving.com/en/product/deco-procedures/,200,0.870853,
https://changdiving.com/en/product/deep-diver/,200,0.877146,
https://changdiving.com/en/product/deep-wreck-nitrox/,301,0.621673,
https://changdiving.com/en/product/divemaster/,200,0.872081,
https://changdiving.com/en/product/efr-instructor/,200,0.841826,
https://changdiving.com/en/product/first-aid/,200,0.830991,
https://changdiving.com/en/product/fun-dives/,200,0.863101,
https://changdiving.com/en/product/instructor-crossover/,200,0.859081,
https://changdiving.com/en/product/insurance/,200,0.854747,
https://changdiving.com/en/product/intro-to-tech/,200,0.884491,
https://changdiving.com/en/product/master-scuba-diver/,200,0.901703,
https://changdiving.com/en/product/navigation/,200,0.901994,
https://changdiving.com/en/product/night/,200,0.870436,
https://changdiving.com/en/product/nitrox-diver/,200,0.892361,
https://changdiving.com/en/product/open-advanced-package/,200,0.862782,
https://changdiving.com/en/product/open-to-divemaster/,200,0.880928,
https://changdiving.com/en/product/open-water-diver/,200,0.944018,
https://changdiving.com/en/product/rent-gopro/,200,0.827031,
https://changdiving.com/en/product/rescue-diver/,200,0.940042,
https://changdiving.com/en/product/scuba-review/,200,0.882407,
https://changdiving.com/en/product/sdi-idc/,200,0.846221,
https://changdiving.com/en/product/sdi-ie/,200,0.840589,
https://changdiving.com/en/product/search-recovery/,200,0.866033,
https://changdiving.com/en/product/sidemount/,200,0.924102,
https://changdiving.com/en/product/snorkeling/,200,0.863676,
https://changdiving.com/en/product/solo-diver/,200,0.854668,
https://changdiving.com/en/product/tech-package/,200,0.856455,
https://changdiving.com/en/product/try-dive/,200,0.868688,
https://changdiving.com/en/product/wreck-diver/,200,0.864072,
https://changdiving.com/th/product/advanced-nitrox/,200,0.954021,
https://changdiving.com/th/product/advanced-wreck/,200,0.920918,
https://changdiving.com/th/product/advanced/,200,0.922786,
https://changdiving.com/th/product/deco-procedures/,200,0.909867,
https://changdiving.com/th/product/deep-diver/,200,0.954683,
https://changdiving.com/th/product/deep-wreck-nitrox/,301,0.590472,
https://changdiving.com/th/product/divemaster/,200,0.910409,
https://changdiving.com/th/product/efr-instructor/,200,0.890093,
